pid,gender,deleg,cond,feasible,achieved_class,fallback_depth,n_valid_cands,n_changed_vars,diversity,anthro_viol,energy_viol,conflict_viol,any_viol
6673,Female,-,C0_pure,True,0.0,0.0,4,15.75,18.7729,0.25,0.0,0.0,1.0
6673,Female,-,C1_posthoc,False,,,0,,,,,,
6673,Female,aggressive,C2_pre_rule,True,0.0,0.0,4,6.75,4.3635,0.0,0.0,0.0,0.0
6673,Female,conservative,C2_pre_rule,True,0.0,0.0,4,7.0,4.891,0.0,0.0,0.0,0.0
6447,Female,-,C0_pure,True,0.0,0.0,4,15.0,11.8303,0.0,0.0,0.25,1.0
6447,Female,-,C1_posthoc,False,,,0,,,,,,
6447,Female,aggressive,C2_pre_rule,True,0.0,0.0,4,14.25,5.9166,0.0,0.0,0.0,0.0
6447,Female,conservative,C2_pre_rule,True,0.0,0.0,4,12.25,9.2631,0.0,0.0,0.0,0.0
8919,Female,-,C0_pure,True,0.0,0.0,4,14.75,18.89,0.5,0.25,0.5,1.0
8919,Female,-,C1_posthoc,False,,,0,,,,,,
8919,Female,aggressive,C2_pre_rule,True,0.0,0.0,4,13.5,3.4572,0.0,0.0,0.0,0.0
8919,Female,conservative,C2_pre_rule,True,0.0,0.0,3,13.67,8.655,0.0,0.0,0.0,0.0
9451,Female,-,C0_pure,True,0.0,0.0,4,14.25,13.6399,0.25,0.25,0.0,1.0
9451,Female,-,C1_posthoc,False,,,0,,,,,,
9451,Female,aggressive,C2_pre_rule,True,0.0,0.0,4,11.25,8.2799,0.0,0.0,0.0,0.0
9451,Female,conservative,C2_pre_rule,True,0.0,0.0,3,10.0,3.888,0.0,0.0,0.0,0.0
3534,Female,-,C0_pure,True,0.0,0.0,4,14.5,10.6108,0.25,0.25,0.0,1.0
3534,Female,-,C1_posthoc,False,,,0,,,,,,
3534,Female,aggressive,C2_pre_rule,True,0.0,0.0,2,15.0,7.5778,0.0,0.0,0.0,0.0
3534,Female,conservative,C2_pre_rule,True,0.0,0.0,4,12.75,3.4347,0.0,0.0,0.0,0.0
8233,Female,-,C0_pure,True,0.0,0.0,4,14.0,11.7772,0.25,0.0,0.0,1.0
8233,Female,-,C1_posthoc,False,,,0,,,,,,
8233,Female,aggressive,C2_pre_rule,True,0.0,0.0,4,6.25,3.3748,0.0,0.0,0.0,0.0
8233,Female,conservative,C2_pre_rule,True,0.0,0.0,3,7.0,3.3425,0.0,0.0,0.0,0.0
8998,Female,-,C0_pure,True,0.0,0.0,4,14.5,13.4176,0.0,0.5,1.0,1.0
8998,Female,-,C1_posthoc,False,,,0,,,,,,
8998,Female,aggressive,C2_pre_rule,True,0.0,0.0,3,10.33,6.1393,0.0,0.0,0.0,0.0
8998,Female,conservative,C2_pre_rule,True,0.0,0.0,3,10.67,7.111,0.0,0.0,0.0,0.0
6938,Female,-,C0_pure,True,0.0,0.0,4,16.25,21.2447,0.0,0.25,0.25,1.0
6938,Female,-,C1_posthoc,False,,,0,,,,,,
6938,Female,aggressive,C2_pre_rule,True,0.0,0.0,4,6.5,1.4003,0.0,0.0,0.0,0.0
6938,Female,conservative,C2_pre_rule,True,0.0,0.0,4,6.25,1.6377,0.0,0.0,0.0,0.0
7255,Female,-,C0_pure,True,0.0,0.0,4,14.75,16.1733,0.25,0.0,0.75,1.0
7255,Female,-,C1_posthoc,False,,,0,,,,,,
7255,Female,aggressive,C2_pre_rule,True,0.0,0.0,4,12.5,9.4157,0.0,0.0,0.0,0.0
7255,Female,conservative,C2_pre_rule,True,0.0,0.0,4,13.0,11.8949,0.0,0.0,0.0,0.0
4034,Female,-,C0_pure,True,0.0,0.0,4,14.5,10.9552,0.75,0.0,0.5,1.0
4034,Female,-,C1_posthoc,False,,,0,,,,,,
4034,Female,aggressive,C2_pre_rule,True,0.0,0.0,4,9.75,5.4299,0.0,0.0,0.0,0.0
4034,Female,conservative,C2_pre_rule,True,0.0,0.0,4,10.75,4.864,0.0,0.0,0.0,0.0
